Sentença Original N°1
Cazuza	O
,	O
Renato	O
Russo	O
e	O
Freddie	O
Mercury	O
que	O
o	O
digam	O
.	O

Sentença Original N°42
Com	O
a	O
quantidade	O
,	O
ainda	O
,	O
de	O
problemas	O
congênitos	O
e	O
gravidezes	O
indesejadas	O
,	O
anseia-se	O
muito	O
pelo	O
direito	O
ao	O
aborto	O
,	O
para	O
que	O
a	O
mulher	O
possa	O
decidir	O
mais	O
sobre	O
a	O
sua	O
vida	O
.	O

Sentença Original N°43
Contudo	O
,	O
a	O
baixa	O
de	O
preços	O
aumentaria	O
um	O
grande	O
problema	O
,	O
afinal	O
pacientes	O
com	O
casos	O
de	O
dependência	O
química	O
seriam	O
muito	O
mais	O
comuns	O
nos	O
hospitais	O
,	O
que	O
atualmente	O
já	O
estão	O
sobrecarregados	O
em	O
certas	O
cidades	O
.	O

Sentença Original N°44
Os	B-WRONG
anos	I-WRONG
vão	I-WRONG
se	I-WRONG
passando	I-WRONG
,	I-WRONG
o	I-WRONG
mundo	I-WRONG
muda	I-WRONG
,	I-WRONG
e	I-WRONG
consequentemente	I-WRONG
,	I-WRONG
quem	I-WRONG
vive	I-WRONG
nesse	I-WRONG
mundo	I-WRONG
também	I-WRONG
sofre	I-WRONG
alterações	I-WRONG
.	O

Sentença Original N°45
Tanto	O
fizeram	O
,	O
que	O
essas	O
intenções	O
praticamente	O
silenciaram	O
,	O
o	O
medo	O
dos	O
conflitos	O
inevitáveis	O
com	O
policiais	O
se	O
espalhou	O
e	O
os	O
protestos	O
já	O
estavam	O
adquirindo	O
consequências	O
mal	O
interpretadas	O
.	O

Sentença Original N°46
Todos	O
nós	O
temos	O
o	O
direito	O
de	O
protestar	O
,	O
mas	O
temos	O
que	O
ser	O
conscientes	O
,	O
além	O
de	O
colocar	O
na	O
Câmara	O
Federal	O
um	O
candidato	O
que	O
não	O
sabe	O
qual	O
a	O
função	O
que	O
vai	O
desempenhar	O
,	O
ainda	O
colocamos	O
mais	O
dois	O
candidatos	O
"	O
fichas	O
sujas	O
"	O
para	O
nos	O
representar	O
.	O

Sentença Original N°47
Além	O
disso	O
,	O
o	O
povo	O
europeu	O
está	O
acostumado	O
com	O
esse	O
modal	B-WRONG
e	O
por	O
isso	O
há	O
o	O
respeito	O
mútuo	O
entre	O
o	O
ciclista	O
e	O
o	O
motorista	O
de	O
carro	O
.	O

Sentença Original N°48
Mas	O
no	O
ano	O
de	O
2013	O
a	O
população	O
acordou	O
para	O
a	O
vida	O
,	O
saíram	O
para	O
ruas	O
reivindicando	O
seus	O
direitos	O
,	O
correndo	O
atrás	O
do	O
prejuízo	O
de	O
muitos	O
anos	O
,	O
e	O
estão	O
conseguindo	O
com	O
garra	O
,	O
com	O
determinação	O
,	O
vitórias	O
,	O
pois	O
o	O
governo	O
está	O
se	O
movimentando	O
e	O
vendo	O
que	O
também	O
temos	O
poderes	O
de	O
mudar	O
nosso	O
país	O
,	O
de	O
não	O
sermos	O
mais	O
políticos	O
analfabetos	O
,	O
e	O
correr	O
atrás	O
de	O
nossos	O
direitos	O
.	O

Sentença Original N°49
A	O
imprensa	O
é	O
parte	O
essencial	O
e	O
inseparável	O
da	O
democracia	O
,	O
e	O
dependente	O
de	O
nós	O
,	O
seres	O
sociais	O
e	O
políticos	O
,	O
como	O
diria	O
Aristóteles	O
.	O

Sentença Original N°50
Diante	O
das	O
informações	O
acima	O
,	O
é	O
preciso	O
avaliar	O
nesses	O
dias	O
cada	O
candidato	O
,	O
senão	O
estaremos	O
novamente	O
presenciando	O
o	O
nosso	O
país	O
a	O
cair	O
mais	O
um	O
nível	O
em	O
questões	O
tão	O
básicas	O
,	O
mas	O
de	O
grande	O
relevância	O
para	O
a	O
sociedade	O
.	O

Sentença Original N°51
Sabemos	O
que	O
a	O
vida	O
é	O
a	O
maior	O
preciosidade	O
que	O
temos	O
,	O
e	O
enquanto	O
temos	O
saúde	O
devemos	O
aproveitar	O
cada	O
minuto	O
.	O

Sentença Original N°52
Nas	O
favelas	O
,	O
podemos	O
contar	O
com	O
a	O
"	B-WRONG
consciência	I-WRONG
social	I-WRONG
"	I-WRONG
das	O
pessoas	O
que	O
querem	O
a	O
melhoria	O
da	O
educação	O
,	O
da	O
cultura	O
e	O
da	O
saúde	O
das	O
crianças	O
que	O
lá	O
vivem	O
.	O

Sentença Original N°53
Todavia	O
,	O
pessoas	O
ligadas	O
à	O
economia	O
e	O
política	O
defendem	O
o	O
crescimento	O
econômico	O
no	O
Brasil	O
,	O
devido	O
ao	O
fato	O
de	O
nosso	O
país	O
ser	O
uma	O
nação	O
emergente	O
e	O
o	O
desenvolvimento	O
não	O
pode	O
parar	O
por	O
motivos	O
ecológicos	O
,	O
o	O
que	O
para	O
muitos	O
expressa-se	B-WRONG
impossível	O
de	O
ser	O
feito	O
no	O
momento	O
,	O
visto	O
que	O
esse	O
fato	O
afetaria	O
o	O
mercado	O
globalizado	O
de	O
hoje	O
,	O
já	O
que	O
esta	O
seria	O
uma	O
consequência	O
da	O
estagnação	O
econômica	O
da	O
federação	B-WRONG
.	O

Sentença Original N°54
Não	O
seria	O
isso	O
preconceito	O
"	O
às	O
avesas	B-WRONG
"	O
?	O

Sentença Original N°55
Segundo	O
Marcos	O
Bagno	O
escritor	O
da	O
revista	O
Carta	O
Capital	O
?	O
O	O
que	O
esses	O
profissionais	O
vêm	O
tentando	O
é	O
fazer	O
com	O
que	O
as	O
pessoas	O
entendam	O
que	O
defender	O
uma	O
coisa	O
não	O
significa	O
combater	O
outra	O
?	O

Sentença Original N°56
O	O
direito	O
a	O
uma	O
boa	O
educação	O
gratuita	O
não	O
é	O
respeitado	O
,	O
e	O
sabemos	O
que	O
essa	O
divisão	O
existe	O
devido	O
à	O
falta	O
de	O
compromisso	O
dos	O
Governos	B-WRONG
,	O
que	O
ao	O
longo	O
dos	O
anos	O
,	O
colaboraram	O
para	O
a	O
formação	O
de	O
um	O
Brasil	O
mais	O
injusto	O
e	O
preconceituoso	O
.	O

Sentença Original N°57
A	O
falta	O
de	O
experiência	O
política	O
de	O
alguns	O
candidatos	O
é	O
visível	O
.	O

Sentença Original N°58
É	O
necessário	O
que	O
haja	O
leis	O
que	O
visam	B-WRONG
impor	I-WRONG
,	I-WRONG
como	I-WRONG
,	I-WRONG
e	O
onde	O
usar	O
a	O
droga	O
.	O

Sentença Original N°59
Destarte	O
,	O
é	O
imprescindível	O
a	O
preparação	O
da	O
população	O
,	O
incentivando	B-WRONG
o	I-WRONG
uso	O
adequado	O
da	O
bicicleta	O
,	O
bem	O
como	B-WRONG
,	I-WRONG
a	I-WRONG
conscientização	O
de	O
motoristas	O
acerca	O
do	O
respeito	O
ao	O
outro	O
.	O

Sentença Original N°60
Porém	O
,	O
isso	O
não	O
justifica	O
os	O
inúmeros	O
e	O
frequentes	O
casos	O
de	O
abuso	O
sexual	O
infantil	O
,	O
também	O
considerado	O
crime	O
.	O

Sentença Original N°61
Desde	O
a	O
antiguidade	B-WRONG
,	I-WRONG
sempre	O
existiram	O
uniões	O
entre	O
casais	O
com	O
grande	O
diferença	B-WRONG
de	I-WRONG
idade	I-WRONG
,	I-WRONG
até	I-WRONG
nos	I-WRONG
dias	I-WRONG
de	I-WRONG
hoje	I-WRONG
é	I-WRONG
muito	I-WRONG
visto	I-WRONG
.	O

Sentença Original N°62
As	O
reformas	O
trazidas	O
por	O
reivindicações	O
populares	O
são	O
um	O
fato	O
que	O
acompanha	O
toda	O
a	O
história	O
da	O
democracia	O
.	O

Sentença Original N°63
Portanto	O
,	O
devemos	O
olhar	O
a	O
crise	O
europeia	O
não	O
como	O
uma	O
diminuição	O
das	O
nossas	O
importações	O
,	O
mas	O
como	O
uma	O
oportunidade	O
para	B-WRONG
crescer	O
e	O
se	O
estabelecer	O
de	O
vez	O
entre	O
as	O
potências	O
economicamente	O
desenvolvidas	O
do	O
mundo	O
.	O

Sentença Original N°64
Com	O
o	O
avanço	O
das	O
redes	O
sociais	O
nem	O
é	O
mais	O
necessário	O
o	O
encontro	O
pessoal	O
para	O
organizarmos	B-WRONG
greves	O
e	O
manifestações	O
-	O
o	O
lado	O
positivo	O
é	O
a	O
maior	O
dinâmica	O
e	O
participação	O
em	O
grande	O
escala	O
de	O
tais	O
atos	O
.	O

Sentença Original N°65
Tiririca	O
e	O
Mulher	O
Pera	O
,	O
respectivamente	O
,	O
são	O
exemplos	O
desse	O
tipo	O
de	O
candidatura	O
.	O

Sentença Original N°66
Em</correct>	O
relação	O
as	B-WRONG
doenças	I-WRONG
muitas	O
delas	O
são	O
autolimitadas	O
e	O
são	O
as	O
mais	O
que	O
afeta	B-WRONG
a	O
população	O
,	O
não	O
requerendo	O
mais	O
do	O
que	O
o	O
alívio	O
dos	O
sintomas	O
.	O

Sentença Original N°67
E	O
,	O
ultimamente	O
,	O
já	O
pode-se	B-WRONG
notar	O
essa	O
atitude	O
de	O
precaução	O
.	O

Sentença Original N°68
Devolver	O
aos	O
jovens	O
as	O
perspectivas	O
de	O
uma	O
vida	O
mais	O
justa	O
é	O
fundamental	O
,	O
podendo	O
ser	O
através	O
de	O
projetos	O
sociais	O
que	O
estimulem	O
os	O
esportes	O
e	O
a	O
música	O
,	O
por	O
exemplo	O
.	O

Sentença Original N°69
Mas	O
com	O
o	O
passar	O
dos	O
anos	O
a	O
distância	O
está	O
sendo	O
diminuída	O
,	O
e	O
teremos	O
que	O
torcer	O
para	O
que	O
diminua	O
ainda	O
mais	O
.	O

Sentença Original N°70
O	O
que	O
tem	O
provocado	O
diversas	O
discussões	O
sobre	O
a	O
redução	O
ou	O
não	O
da	O
maioridade	O
penal	O
.	O

Sentença Original N°71
A	O
existência	O
do	O
Estado	O
foi	O
para	O
criar	O
um	O
papel	O
de	O
bem	O
servir	O
a	O
população	O
em	O
seus	O
anseios	O
,	O
por	O
isso	O
há	O
arrecadação	O
de	O
impostos	O
para	O
servir	B-WRONG
de	I-WRONG
subsídio	I-WRONG
na	I-WRONG
manutenção	O
dos	O
serviços	O
prestado	B-WRONG
pelo	O
governo	O
.	O

Sentença Original N°72
Ano	O
de	O
2014	O
,	O
Brasil	O
.	O

Sentença Original N°73
Nos	O
espaços	O
sociais	O
se	O
tem	O
muito	O
pouco	O
a	O
presença	O
dos	O
negros	O
,	O
ou	O
estão	O
servindo	O
,	O
ou	O
é	O
uma	O
minoria	O
no	O
meio	O
de	O
um	O
grande	O
aglomerado	O
de	O
pessoas	O
.	O

Sentença Original N°74
Nós	O
,	O
brasileiros	O
,	O
não	O
temos	O
o	O
sentimento	O
e	O
não	O
agimos	O
como	O
uma	O
nação	O
,	O
pois	O
temos	O
interesses	O
individuais	O
,	O
não	O
cooptamos	O
pelo	O
coletivo	O
,	O
pelo	O
bem	O
comum	O
.	O

Sentença Original N°75
Por	O
outro	O
lado	O
,	O
os	O
cientistas	O
e	O
agentes	O
da	O
Agência	O
Aero-Espacial	B-WRONG
Estadunidense	O
(	O
NASA	O
)	O
procuraram	O
acalmar	O
a	O
população	O
,	O
principalmente	O
para	O
evitar	O
algum	O
tipo	O
de	O
suicídio	O
individual	O
ou	O
coletivo	O
,	O
como	O
os	O
que	O
já	O
ocorreram	O
em	O
face	O
de	O
previsões	O
como	O
esta	B-WRONG
.	O

Sentença Original N°76
É	O
preciso	O
dar	O
um	O
basta	O
neste	O
tipo	O
de	O
abuso	O
do	O
celular	O
dentro	O
da	O
sala	O
de	O
aula	O
com	O
orientação	O
e	O
muito	O
diálogo	O
.	O

Sentença Original N°77
Os	O
animais	O
só	O
estarão	O
livres	O
dessa	O
exploração	O
abusiva	O
e	O
de	O
possíveis	O
consequentes	O
riscos	O
,	O
quando	O
a	O
maioria	O
da	O
polução	O
se	O
conscientizar	O
sobre	O
a	O
questão	O
,	O
o	O
que	O
pode	O
ser	O
motivado	O
pelas	O
manifestações	O
passivas	O
e	O
uma	O
abertura	O
ao	O
diálogo	O
por	O
parte	O
dos	O
radicais	O
.	O

Sentença Original N°78
Se	O
falarmos	O
com	O
um	O
brasileiro	O
que	O
reside	O
em	O
um	O
país	O
desenvolvido	O
,	O
com	O
certeza	O
ele	O
admiraria	O
muito	O
a	O
segurança	O
e	O
a	O
falta	O
de	O
medo	O
ao	O
andar	O
na	O
rua	O
às	O
duas	O
da	O
madrugada	O
.	O

Sentença Original N°79
A	O
Austrália	O
vivenciou	O
o	O
mesmo	O
problema	O
,	O
mas	O
o	O
governo	O
encarou	O
os	O
fatos	O
e	O
criou	O
um	O
sistema	O
de	O
monitoramento	O
eficaz	O
,	O
acrescido	O
de	O
um	O
plano	O
de	O
abandono	B-WRONG
,	O
onde	B-WRONG
a	O
população	O
tomou	O
conhecimento	O
